symbol,Short Name,Long Name,GICS Sector,GICS Sub-Industry,Headquarters Location
NFG,National Fuel Gas Company,National Fuel Gas Company,Utilities,Gas Utilities,"Williamsville, New York"
NJR,NewJersey Resources Corporation,New Jersey Resources Corporation,Utilities,Gas Utilities,"Wall Township, New Jersey"
NLY,Annaly Capital Management Inc.,"Annaly Capital Management, Inc.",Financials,Mortgage REITs,"New York City, New York"
NNN,"NNN REIT, Inc.","NNN REIT, Inc.",Real Estate,Retail REITs,"Orlando, Florida"
NOV,NOV Inc.,NOV Inc.,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
NOVT,Novanta Inc.,Novanta Inc.,Information Technology,Electronic Equipment & Instruments,
NSA,National Storage Affiliates Tru,National Storage Affiliates Trust,Real Estate,Self-Storage REITs,
NSP,"Insperity, Inc.","Insperity, Inc.",Industrials,Human Resource & Employment Services,"Houston, Texas"
NTNX,"Nutanix, Inc.","Nutanix, Inc.",Information Technology,Systems Software,"San Jose, California"
NVST,Envista Holdings Corporation,Envista Holdings Corporation,Health Care,Health Care Supplies,
NVT,nVent Electric plc,nVent Electric plc,Industrials,Electrical Components & Equipment,
NWE,"NorthWestern Energy Group, Inc.","NorthWestern Energy Group, Inc.",Utilities,Multi-Utilities,"Sioux Falls, South Dakota"
NXST,"Nexstar Media Group, Inc.","Nexstar Media Group, Inc.",Communication Services,Broadcasting,"Irving, Texas"
NXT,Nextracker Inc.,Nextracker Inc.,Industrials,Electrical Components & Equipment,"Fremont, California"
NYT,New York Times Company (The),The New York Times Company,Communication Services,Publishing,"New York City, New York"
OC,Owens Corning Inc,Owens Corning,Industrials,Building Products,"Toledo, Ohio"
OGE,OGE Energy Corp,OGE Energy Corp.,Utilities,Multi-Utilities,"Oklahoma City, Oklahoma"
OGS,"ONE Gas, Inc.","ONE Gas, Inc.",Utilities,Gas Utilities,"Tulsa, Oklahoma"
OHI,"Omega Healthcare Investors, Inc","Omega Healthcare Investors, Inc.",Real Estate,Health Care REITs,
OKTA,"Okta, Inc.","Okta, Inc.",Information Technology,Application Software,"San Francisco, California"
OLED,Universal Display Corporation,Universal Display Corporation,Information Technology,Semiconductors,"Ewing, New Jersey"
OLLI,Ollie's Bargain Outlet Holdings,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Discretionary,Broadline Retail,"Harrisburg, Pennsylvania"
OLN,Olin Corporation,Olin Corporation,Materials,Diversified Chemicals,"Clayton, Missouri"
ONB,Old National Bancorp,Old National Bancorp,Financials,Regional Banks,"Evansville, Indiana"
ONTO,Onto Innovation Inc.,Onto Innovation Inc.,Information Technology,Semiconductor Materials & Equipment,"Wilmington, Massachusetts"
OPCH,"Option Care Health, Inc.","Option Care Health, Inc.",Health Care,Health Care Facilities,
ORA,"Ormat Technologies, Inc.","Ormat Technologies, Inc.",Utilities,Renewable Electricity,"Reno, Nevada"
ORI,Old Republic International Corp,Old Republic International Corporation,Financials,Property & Casualty Insurance,"Chicago, Illinois"
OSK,Oshkosh Corporation (Holding Co,Oshkosh Corporation,Industrials,Construction Machinery & Heavy Transportation Equipment,"Oshkosh, Wisconsin"
OVV,Ovintiv Inc. (DE),Ovintiv Inc.,Energy,Oil & Gas Exploration & Production,"Denver, Colorado"
OZK,Bank OZK,Bank OZK,Financials,Regional Banks,"Little Rock, Arkansas"
PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc.",Consumer Discretionary,Automotive Retail,"Bloomfield Hills, Michigan"
PB,"Prosperity Bancshares, Inc.","Prosperity Bancshares, Inc.",Financials,Regional Banks,"Houston, Texas"
PBF,PBF Energy Inc.,PBF Energy Inc.,Energy,Oil & Gas Refining & Marketing,"Parsippany, New Jersey"
PCH,PotlatchDeltic Corporation - Co,PotlatchDeltic Corporation,Real Estate,Timber REITs,"Spokane, Washington"
PCTY,Paylocity Holding Corporation,Paylocity Holding Corporation,Industrials,Human Resource & Employment Services,"Schaumburg, Illinois"
PEGA,Pegasystems Inc.,Pegasystems Inc.,Information Technology,Application Software,"Waltham, Massachusetts"
PEN,"Penumbra, Inc.","Penumbra, Inc.",Health Care,Health Care Equipment,"Alameda, California"
PFGC,Performance Food Group Company,Performance Food Group Company,Consumer Staples,Food Distributors,"Richmond, Virginia"
PII,Polaris Inc.,Polaris Inc.,Consumer Discretionary,Leisure Products,"Medina, Minnesota"
PK,Park Hotels & Resorts Inc.,Park Hotels & Resorts Inc.,Real Estate,Hotel & Resort REITs,"Tysons, Virginia"
PLNT,"Planet Fitness, Inc.","Planet Fitness, Inc.",Consumer Discretionary,Leisure Facilities,"Hampton, New Hampshire"
PNFP,"Pinnacle Financial Partners, In","Pinnacle Financial Partners, Inc.",Financials,Regional Banks,"Nashville, Tennessee"
POR,Portland General Electric Co,Portland General Electric Company,Utilities,Electric Utilities,"Portland, Oregon"
POST,"Post Holdings, Inc.","Post Holdings, Inc.",Consumer Staples,Packaged Foods & Meats,"St Louis, Missouri"
POWI,"Power Integrations, Inc.","Power Integrations, Inc.",Information Technology,Semiconductors,"San Jose, California"
PPC,Pilgrim's Pride Corporation,Pilgrim's Pride Corporation,Consumer Staples,Packaged Foods & Meats,"Greeley, Colorado"
PR,Permian Resources Corporation,Permian Resources Corporation,Energy,Oil & Gas Exploration & Production,"Midland, Texas"
PRGO,Perrigo Company plc,Perrigo Company plc,Health Care,Pharmaceuticals,"Grand Rapids, Michigan"
PRI,"Primerica, Inc.","Primerica, Inc.",Financials,Life & Health Insurance,"Duluth, Georgia"
PSN,Parsons Corporation,Parsons Corporation,Industrials,Aerospace & Defense,"Chantilly, Virginia"
PSTG,"Pure Storage, Inc.","Pure Storage, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals","Santa Clara, California"
PVH,PVH Corp.,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
QLYS,"Qualys, Inc.","Qualys, Inc.",Information Technology,Systems Software,"Foster City, California"
R,"Ryder System, Inc.","Ryder System, Inc.",Industrials,Cargo Ground Transportation,"Miami, Florida"
RBA,"RB Global, Inc.","RB Global, Inc.",Industrials,Diversified Support Services,"Westchester, Illinois"
RBC,RBC Bearings Incorporated,RBC Bearings Incorporated,Industrials,Industrial Machinery & Supplies & Components,"Oxford, Connecticut"
REXR,"Rexford Industrial Realty, Inc.","Rexford Industrial Realty, Inc.",Real Estate,Industrial REITs,
RGA,"Reinsurance Group of America, I","Reinsurance Group of America, Incorporated",Financials,Reinsurance,"Chesterfield, Missouri"
RGEN,Repligen Corporation,Repligen Corporation,Health Care,Biotechnology,"Waltham, Massachusetts"
RGLD,"Royal Gold, Inc.","Royal Gold, Inc.",Materials,Gold,"Denver, Colorado"
RH,RH,RH,Consumer Discretionary,Homefurnishing Retail,"Corte Madera, California"
RLI,RLI Corp.,RLI Corp.,Financials,Property & Casualty Insurance,"Peoria, Illinois"
RMBS,"Rambus, Inc.",Rambus Inc.,Information Technology,Semiconductors,"San Jose, California"
RNR,RenaissanceRe Holdings Ltd.,RenaissanceRe Holdings Ltd.,Financials,Reinsurance,Bermuda
ROIV,Roivant Sciences Ltd.,Roivant Sciences Ltd.,Health Care,Biotechnology,"London, United Kingdom"
RPM,RPM International Inc.,RPM International Inc.,Materials,Specialty Chemicals,"Medina, Ohio"
RRC,Range Resources Corporation,Range Resources Corporation,Energy,Oil & Gas Exploration & Production,"Fort Worth, Texas"
RRX,Regal Rexnord Corporation,Regal Rexnord Corporation,Industrials,Electrical Components & Equipment,"Beloit, Wisconsin"
RS,"Reliance, Inc.","Reliance, Inc.",Materials,Steel,"Scottsdale, Arizona"
RYAN,"Ryan Specialty Holdings, Inc.","Ryan Specialty Holdings, Inc.",Financials,Insurance Brokers,"Chicago, Illinois"
RYN,Rayonier Inc. REIT,Rayonier Inc.,Real Estate,Timber REITs,"Wildlight, Florida"
SAIA,"Saia, Inc.","Saia, Inc.",Industrials,Cargo Ground Transportation,"Johns Creek, Georgia"
SAIC,Science Applications Internatio,Science Applications International Corporation,Industrials,Diversified Support Services,"Reston, Virginia"
SAM,"Boston Beer Company, Inc. (The)","The Boston Beer Company, Inc.",Consumer Staples,Brewers,"Boston, Massachusetts"
SATS,EchoStar Corporation,EchoStar Corporation,Communication Services,Wireless Telecommunication Services,"Englewood, Colorado"
SBRA,"Sabra Health Care REIT, Inc.","Sabra Health Care REIT, Inc.",Real Estate,Health Care REITs,
SCI,Service Corporation Internation,Service Corporation International,Consumer Discretionary,Specialized Consumer Services,"Houston, Texas"
SEIC,SEI Investments Company,SEI Investments Company,Financials,Asset Management & Custody Banks,"Oaks, Pennsylvania"
SF,Stifel Financial Corporation,Stifel Financial Corp.,Financials,Investment Banking & Brokerage,"St. Louis, Missouri"
SFM,"Sprouts Farmers Market, Inc.","Sprouts Farmers Market, Inc.",Consumer Staples,Food Retail,"Phoenix, Arizona"
SGI,Somnigroup International Inc.,Somnigroup International Inc.,Consumer Discretionary,Home Furnishings,"Lexington, Kentucky"
SHC,Sotera Health Company,Sotera Health Company,Health Care,Health Care Services,"Broadview Heights, Ohio"
SIGI,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc.",Financials,Property & Casualty Insurance,
SLAB,"Silicon Laboratories, Inc.",Silicon Laboratories Inc.,Information Technology,Semiconductors,"Austin, Texas"
SLGN,Silgan Holdings Inc.,Silgan Holdings Inc.,Materials,"Metal, Glass & Plastic Containers","Stamford, Connecticut"
SLM,SLM Corporation,SLM Corporation,Financials,Consumer Finance,"Newark, Delaware"
SMG,Scotts Miracle-Gro Company (The,The Scotts Miracle-Gro Company,Materials,Fertilizers & Agricultural Chemicals,"Marysville, Ohio"
SNV,Synovus Financial Corp.,Synovus Financial Corp.,Financials,Regional Banks,"Columbus, Georgia"
SNX,TD SYNNEX Corporation,TD SYNNEX Corporation,Information Technology,Technology Distributors,"Fremont, California Clearwater, Florida"
SON,Sonoco Products Company,Sonoco Products Company,Materials,Paper & Plastic Packaging Products & Materials,"Hartsville, South Carolina"
SR,Spire Inc.,Spire Inc.,Utilities,Gas Utilities,"St. Louis, Missouri"
SSB,SouthState Bank Corporation,SouthState Bank Corporation,Financials,Regional Banks,"Winter Haven, Florida"
SSD,"Simpson Manufacturing Company, ","Simpson Manufacturing Co., Inc.",Industrials,Building Products,"Pleasanton, California"
ST,Sensata Technologies Holding pl,Sensata Technologies Holding plc,Industrials,Electrical Components & Equipment,"Attleboro, Massachusetts"
STAG,"Stag Industrial, Inc.","STAG Industrial, Inc.",Real Estate,Industrial REITs,"Boston, Massachusetts"
STWD,"STARWOOD PROPERTY TRUST, INC. S","Starwood Property Trust, Inc.",Financials,Mortgage REITs,"Greenwich, Connecticut"
SWX,"Southwest Gas Holdings, Inc.","Southwest Gas Holdings, Inc.",Utilities,Gas Utilities,"Las Vegas, Nevada"
SYNA,Synaptics Incorporated,Synaptics Incorporated,Information Technology,Semiconductors,"San Jose, California"
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc.",Financials,Regional Banks,"Dallas, Texas"
TEX,Terex Corporation,Terex Corporation,Industrials,Construction Machinery & Heavy Transportation Equipment,"Norwalk, Connecticut"
THC,Tenet Healthcare Corporation,Tenet Healthcare Corporation,Health Care,Health Care Facilities,"Dallas, Texas"
THG,Hanover Insurance Group Inc,"The Hanover Insurance Group, Inc.",Financials,Property & Casualty Insurance,"Worcester, Massachusetts"
THO,"Thor Industries, Inc.","THOR Industries, Inc.",Consumer Discretionary,Leisure Products,"Elkhart, Indiana"
TKR,Timken Company (The),The Timken Company,Industrials,Industrial Machinery & Supplies & Components,"North Canton, Ohio"
TLN,Talen Energy Corporation,Talen Energy Corporation,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas"
TMHC,Taylor Morrison Home Corporatio,Taylor Morrison Home Corporation,Consumer Discretionary,Homebuilding,"Scottsdale, Arizona"
TNL,Travel   Leisure Co.,Travel + Leisure Co.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Orlando, Florida"
TOL,"Toll Brothers, Inc.","Toll Brothers, Inc.",Consumer Discretionary,Homebuilding,"Fort Washington, Pennsylvania"
TREX,"Trex Company, Inc.","Trex Company, Inc.",Industrials,Building Products,"Winchester, Virginia"
TRU,TransUnion,TransUnion,Industrials,Research & Consulting Services,"Chicago, Illinois"
TTC,Toro Company (The),The Toro Company,Industrials,Agricultural & Farm Machinery,"Bloomington, Minnesota"
TTEK,"Tetra Tech, Inc.","Tetra Tech, Inc.",Industrials,Construction & Engineering,"Pasadena, California"
TWLO,Twilio Inc.,Twilio Inc.,Information Technology,Systems Software,"San Francisco, California"
TXNM,"TXNM Energy, Inc.","TXNM Energy, Inc.",Utilities,Electric Utilities,"Albuquerque, New Mexico"
TXRH,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc.",Consumer Discretionary,Restaurants,"Louisville, Kentucky"
UA,"Under Armour, Inc.","Under Armour, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland"
UAA,"Under Armour, Inc.","Under Armour, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland"
UBSI,"United Bankshares, Inc.","United Bankshares, Inc.",Financials,Regional Banks,"Charleston, West Virginia"
UFPI,"UFP Industries, Inc.","UFP Industries, Inc.",Industrials,Building Products,"Grand Rapids, Michigan"
UGI,UGI Corporation,UGI Corporation,Utilities,Gas Utilities,"King of Prussia, Pennsylvania"
UMBF,UMB Financial Corporation,UMB Financial Corporation,Financials,Regional Banks,"Kansas City, Missouri"
UNM,Unum Group,Unum Group,Financials,Life & Health Insurance,"Chattanooga, Tennessee"
USFD,US Foods Holding Corp.,US Foods Holding Corp.,Consumer Staples,Food Distributors,"Rosemont, Illinois"
UTHR,United Therapeutics Corporation,United Therapeutics Corporation,Health Care,Biotechnology,
VAC,Marriott Vacations Worldwide Co,Marriott Vacations Worldwide Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Orlando, Florida"
VAL,Valaris Limited,Valaris Limited,Energy,Oil & Gas Drilling,"Houston, Texas"
VC,Visteon Corporation,Visteon Corporation,Consumer Discretionary,Automotive Parts & Equipment,"Van Buren Township, Michigan"
VFC,V.F. Corporation,V.F. Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado"
VLY,Valley National Bancorp,Valley National Bancorp,Financials,Regional Banks,"Morristown, New Jersey"
VMI,"Valmont Industries, Inc.","Valmont Industries, Inc.",Industrials,Industrial Machinery & Supplies & Components,"Omaha, Nebraska"
VNO,Vornado Realty Trust,Vornado Realty Trust,Real Estate,Office REITs,"New York City, New York"
VNOM,"Viper Energy, Inc.","Viper Energy, Inc.",Energy,Oil & Gas Storage & Transportation,"Midland, Texas"
VNT,Vontier Corporation,Vontier Corporation,Information Technology,Electronic Equipment & Instruments,"Raleigh, North Carolina"
VOYA,"Voya Financial, Inc.","Voya Financial, Inc.",Financials,Multi-Sector Holdings,"New York City, New York"
VVV,Valvoline Inc.,Valvoline Inc.,Consumer Discretionary,Automotive Retail,"Lexington, Kentucky"
WAL,Western Alliance Bancorporation,Western Alliance Bancorporation,Financials,Regional Banks,"Phoenix, Arizona"
WBS,Webster Financial Corporation,Webster Financial Corporation,Financials,Regional Banks,"Stamford, Connecticut"
WCC,"WESCO International, Inc.","WESCO International, Inc.",Industrials,Trading Companies & Distributors,"Pittsburgh, Pennsylvania"
WEX,WEX Inc.,WEX Inc.,Financials,Transaction & Payment Processing Services,"South Portland, Maine"
WFRD,Weatherford International plc,Weatherford International plc,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
WH,"Wyndham Hotels & Resorts, Inc.","Wyndham Hotels & Resorts, Inc.",Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Parsippany, New Jersey"
WHR,Whirlpool Corporation,Whirlpool Corporation,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan"
WING,Wingstop Inc.,Wingstop Inc.,Consumer Discretionary,Restaurants,"Addison, Texas"
WLK,Westlake Corporation,Westlake Corporation,Materials,Specialty Chemicals,"Houston, Texas"
WMG,Warner Music Group Corp.,Warner Music Group Corp.,Communication Services,Movies & Entertainment,"New York City, New York"
WMS,"Advanced Drainage Systems, Inc.","Advanced Drainage Systems, Inc.",Industrials,Building Products,"Hilliard, Ohio"
WPC,W. P. Carey Inc. REIT,W. P. Carey Inc.,Real Estate,Diversified REITs,"New York City, New York"
WSO,"Watsco, Inc.","Watsco, Inc.",Industrials,Trading Companies & Distributors,"Miami, Florida"
WTFC,Wintrust Financial Corporation,Wintrust Financial Corporation,Financials,Regional Banks,"Rosemont, Illinois"
WTRG,"Essential Utilities, Inc.","Essential Utilities, Inc.",Utilities,Water Utilities,"Bryn Mawr, Pennsylvania"
WTS,"Watts Water Technologies, Inc.","Watts Water Technologies, Inc.",Industrials,Building Products,"North Andover, Massachusetts"
WWD,"Woodward, Inc.","Woodward, Inc.",Industrials,Electrical Components & Equipment,"Fort Collins, Colorado"
XPO,"XPO, Inc.","XPO, Inc.",Industrials,Cargo Ground Transportation,"Greenwich, Connecticut"
XRAY,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc.,Health Care,Health Care Supplies,"Charlotte, North Carolina"
YETI,"YETI Holdings, Inc.","YETI Holdings, Inc.",Consumer Discretionary,Leisure Products,"Austin, Texas"
ZION,Zions Bancorporation N.A.,"Zions Bancorporation, National Association",Financials,Regional Banks,"Salt Lake City, Utah"
